date,symbol,type,entry,sl_pts,tp_pts,atr_sl,outcome,pnl_r,equity,reasons
2025-07-21 19:30:00,NAS100,BUY,23174.76,27.8,83.5,55.7,LOSS,-1.15,570.79,bull_trend|above_vwap
2025-07-23 16:30:00,NAS100,BUY,23084.25,32.1,96.2,64.2,LOSS,-1.14,565.08,bull_trend|below_vwap|rsi_bull_div
2025-07-23 17:30:00,NAS100,BUY,23143.5,34.2,102.7,68.5,WIN,3.39,582.03,bull_trend|above_vwap|orb_bull
2025-07-23 18:30:00,NAS100,BUY,23136.93,33.0,99.0,66.0,LOSS,-1.16,576.21,bull_trend|above_vwap
2025-07-23 19:30:00,NAS100,BUY,23151.91,32.7,98.0,65.3,LOSS,-1.15,570.45,bull_trend|above_vwap
2025-07-24 15:30:00,NAS100,BUY,23196.86,28.8,86.4,57.6,LOSS,-1.14,564.75,bull_trend|above_vwap
2025-07-24 16:30:00,NAS100,BUY,23249.97,28.8,86.4,57.6,WIN,3.39,581.69,bull_trend|above_vwap|orb_bull
2025-07-24 17:30:00,NAS100,BUY,23261.96,27.5,82.4,54.9,LOSS,-1.16,575.87,bull_trend|above_vwap
2025-07-24 18:30:00,NAS100,BUY,23260.23,27.2,81.6,54.4,WIN,3.46,593.15,bull_trend|above_vwap|orb_bull
2025-07-24 19:30:00,NAS100,BUY,23236.23,27.2,81.5,54.3,WIN,3.56,610.94,bull_trend|above_vwap
2025-07-25 15:30:00,NAS100,BUY,23321.5,25.1,75.3,50.2,WIN,3.67,629.27,bull_trend|above_vwap|orb_bull|bos_bull
2025-07-25 16:30:00,NAS100,BUY,23300.23,25.5,76.6,51.1,LOSS,-1.26,622.98,bull_trend|above_vwap|orb_bull
2025-07-25 17:30:00,NAS100,BUY,23305.51,25.0,75.0,47.2,LOSS,-1.25,616.75,bull_trend|above_vwap
2025-07-25 18:30:00,NAS100,BUY,23297.51,25.0,75.0,47.2,LOSS,-1.23,610.58,bull_trend|above_vwap
2025-07-25 19:30:00,NAS100,BUY,23275.07,25.0,75.0,47.1,LOSS,-1.22,604.48,bull_trend|above_vwap
2025-07-28 15:30:00,NAS100,BUY,23353.32,25.0,75.0,47.3,LOSS,-1.21,598.43,bull_trend|above_vwap
2025-07-28 16:30:00,NAS100,BUY,23324.52,25.0,75.0,44.8,LOSS,-1.2,592.45,bull_trend|above_vwap
2025-07-28 17:30:00,NAS100,BUY,23319.79,25.0,75.0,45.4,WIN,3.55,610.22,bull_trend|above_vwap
2025-07-28 18:30:00,NAS100,BUY,23319.7,25.0,75.0,45.0,WIN,3.66,628.53,bull_trend|above_vwap
2025-07-28 19:30:00,NAS100,BUY,23353.18,25.0,75.0,45.7,LOSS,-1.26,622.24,bull_trend|above_vwap
2025-07-29 15:30:00,NAS100,BUY,23335.73,29.5,88.4,59.0,LOSS,-1.24,616.02,bull_trend|above_vwap
2025-07-29 16:30:00,NAS100,BUY,23367.68,30.6,91.9,61.2,LOSS,-1.23,609.86,bull_trend|above_vwap
2025-07-29 17:30:00,NAS100,BUY,23339.24,31.3,94.0,62.7,LOSS,-1.22,603.76,bull_trend|above_vwap
2025-07-29 18:30:00,NAS100,BUY,23318.84,32.4,97.1,64.7,LOSS,-1.21,597.72,bull_trend|above_vwap
2025-07-30 15:30:00,NAS100,BUY,23397.2,32.1,96.3,64.2,LOSS,-1.2,591.75,bull_trend|above_vwap|orb_bull
2025-07-30 16:30:00,NAS100,BUY,23389.36,31.6,94.8,63.2,LOSS,-1.18,585.83,bull_trend|above_vwap
2025-07-30 17:30:00,NAS100,BUY,23415.81,31.5,94.4,62.9,WIN,3.51,603.4,bull_trend|above_vwap|orb_bull
2025-07-30 19:30:00,NAS100,BUY,23349.8,40.4,121.1,80.7,WIN,3.62,621.51,bull_trend|above_vwap
2025-07-31 15:30:00,NAS100,BUY,23474.42,45.0,134.9,89.9,LOSS,-1.24,615.29,bull_trend|above_vwap
2025-08-01 15:30:00,NAS100,SELL,22891.65,78.6,235.9,157.3,WIN,3.69,633.75,bear_trend|below_vwap|orb_bear
2025-08-01 16:30:00,NAS100,SELL,22728.7,84.2,252.7,168.5,LOSS,-1.27,627.41,bear_trend|below_vwap|orb_bear
2025-08-01 17:30:00,NAS100,SELL,22768.04,86.4,259.2,172.8,LOSS,-1.25,621.14,bear_trend|below_vwap|orb_bear
2025-08-01 18:30:00,NAS100,SELL,22757.54,81.9,245.6,163.7,WIN,3.73,639.77,bear_trend|below_vwap|orb_bear
2025-08-01 19:30:00,NAS100,SELL,22766.08,82.0,246.0,164.0,WIN,3.84,658.97,bear_trend|below_vwap|orb_bear
2025-08-04 15:30:00,NAS100,BUY,23157.73,82.9,248.7,165.8,WIN,3.95,678.73,above_vwap|orb_bull
